id,name,category,area,url,description,phone,address,hours,closed,fee,access,parking,website
"10376","ねじめ温泉ネッピー館 （ネジメオンセンネッピーカン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10376/","","0994-24-5300","鹿児島県肝属郡南大隅町根占川南732","［入浴］7：00～22：00","毎月第2月曜日（※月曜日が祝祭日の場合は翌日）","","［車］ ・垂水港から約50分 ・鹿屋市内から約30分 ・根占港から徒歩約1分","有","http://www.neppie-spa.com/"
"10523","ザビエル公園 （ザビエルコウエン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10523/","","","鹿児島県鹿児島市東千石町4-1","","無休","","［市電］ ・「高見馬場」電停下車、徒歩約8分","なし","https://www.kagoshima-yokanavi.jp/spot/10152"
"10198","奄美海洋展示館 （アマミカイヨウテンジカン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10198/","","0997-55-6000","鹿児島県奄美市名瀬小宿大浜701番地1","9：30～18：00（入館は17：30まで）","年末年始（12/31～1/1） ※メンテナンスの為の休館日あり （6月・12月の中旬3日間）","大人：700円 小人：400円 幼児：150円 3歳以下：無料 ※団体割引あり、詳細は公式サイトにてご確認ください","［バス］ （名瀬市街地から） ・「今里」行き乗車、最寄りバス停「大浜入口」下車、徒歩約15分 ※空港・港からのアクセスにつきましては、公式サイトにてご確認いただけます","有","https://www.ohama.marutani-amami.com/ocean-exhibition-hall"
"51325","原ハブ屋奄美 （ハラハブヤアマミ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51325/","","0997-63-1826（有限会社 原ハブ屋奄美）","鹿児島県奄美市笠利町平字土浜1295-1","9：30～18：00","不定休","［ショー観覧料］ 高校生以上：800円 小・中学生：500円 ※要予約 ※詳細は公式サイトにてご確認ください","［車］ ・奄美空港から約10分 ・名瀬から約40分","有","https://www.harahabuya.com/"
"10616","東温泉 （ヒガシオンセン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10616/","","0991-32-2370（三島村観光案内所）","鹿児島県鹿児島郡三島村硫黄島","","","","［車］ ・硫黄島港から約10分","有り","http://mishimamura.com/"
"50934","グリーンファーム喜入（鹿児島市観光農業公園） （ぐりーんふぁーむきいれ（かごしましかんこうのうぎょうこうえん）） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/50934/","","099-345-3337","〒891-0204 鹿児島県鹿児島市喜入一倉町5809-97","11月～3月 9:00～17:00 4月～10月 8:30～18:00","12月29日～1月1日","","・JR鹿児島中央駅から車で約1時間 ・JR「喜入駅」から車で約10分","あり","http://kankonogyo-park.jp/"
"10427","いこいの森 丸山公園 （イコイノモリ マルヤマコウエン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10427/","","0996-37-2300（薩摩川内市民まちづくり公社）","〒895-1202 鹿児島県薩摩川内市樋脇町塔之原","","","","ＪＲ川内駅より車で20分","50台","https://satsumasendai.gr.jp/spotlist/1691/"
"10538","鹿児島県立博物館 （かごしまけんりつはくぶつかん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10538/","","099-223-6050","鹿児島県鹿児島市城山町1-1","9：00～17：00 （入館は16：30まで）","・月曜（祝日の場合は翌日） ・毎月25日（土日開館） ・原則偶数月の第2火曜日、9月上旬の1日間（全館燻蒸） ・12月29日～1月1日（4日間）","本館と恐竜化石展示室は無料 ［プラネタリウム］ 高校生以上 230円 小・中学生 130円 ※団体割引あり。詳細は公式サイトをご確認ください","［バス］ ・「天文館」バス停下車、徒歩約7分 ［鹿児島市電］ ・「天文館通」電停下車、徒歩約7分","無 （※近辺の有料駐車場をご利用ください）","http://www.pref.kagoshima.jp/hakubutsukan"
"51934","川内高城温泉 （センダイタキオンセン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51934/","","0996-28-1362（せんだい高城温泉よか湯協議会（高城の湯山桜桃内））","鹿児島県薩摩川内市湯田町","施設によって異なる","施設によって異なる","※施設によって異なります ［大人］200円～350円 ［子供］100円～150円","［車］ 川内駅から国道3号、県道340号線を経由し約35分","無料駐車場有","http://www.sendaitakionsen.com/"
"51484","山川製塩工場跡 （やまがわせいえんこうじょうあと） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51484/","","0993-22-2111（指宿市役所観光課）","鹿児島県指宿市","","","無料","・ＪＲ山川駅から車で10分 ・ヘルシーランド露天風呂「​​​​​​​たまて箱温泉」の駐車場から徒歩すぐ","約50台","http://www.ibusuki.or.jp/tourism/view/fushime/"
"30119","忘れの里雅叙苑 （ワスレノサトガジョエン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30119/","","0995-77-2114","鹿児島県霧島市牧園町宿窪田4230","［ランチ+立寄り湯］12：00～15：00","","","［車］ ・九州自動車道・溝辺鹿児島空港ＩＣより約20分","有","http://gajoen.jp/"
"10377","諏訪神社 並立鳥居 （スワジンジャ ヘイリツトリイ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10377/","","0994-24-3115（南大隅町商工観光課）","鹿児島県肝属郡南大隅町根占川南5076","","無休","","・垂水港から車で約1時間 ・南大隅町役場から車で約5分","なし","https://www.kagojinjacho.or.jp/shrine-search/area-oosumi/%E5%8D%97%E5%A4%A7%E9%9A%85%E7%94%BA/831/"
"50264","志布志湾大黒イルカランド （シブシワンダイコクイルカランド） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/50264/","","0987-27-3939","宮崎県串間市大字高松1481-3","［イルカランド］ ・10：00～17：00(通年） ※夏季・繁忙期は時間延長あり ［海鮮市場］ ・10：00～18：00","月毎に休館日が異なります。詳細は公式サイトにてご確認ください。 ※大雨・台風による臨時休館にご注意ください","［入場料］ 高校生以上 1,500円 小中学生 1,000円 3才以上 700円 2才以下 無料（大人1名の有料入場につき2名まで） ※ふれあい体験コースは別途料金が必要です。詳細は公式サイトにてご確認ください。 ※団体割引、年間パスポートあり。","［車］ ・曽於弥五郎ICより約40分 ・鹿児島空港より約80分 ・鹿児島中央駅より約100分 ・鹿児島港より約120分 ・垂水港より約90分","有","http://www.irukaland.com"
"10248","高知山展望台 （こうちやまてんぼうだい） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10248/","","0997-72-1001（奄美せとうち観光協会）","鹿児島県大島郡瀬戸内町大字久根津","","","","［車］ ・奄美空港から約1時間40分 ・名瀬港から約1時間 ・古仁屋から約15分","有","https://www.setouchi-welcome.com/spotinfo/%E9%AB%98%E7%9F%A5%E5%B1%B1%E5%B1%95%E6%9C%9B%E5%8F%B0"
"10743","浦田海水浴場 （ウラダカイスイヨクジョウ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10743/","","0997-22-1111（（内線273）西之表市役所）","鹿児島県西之表市国上浦田89-1","9：00～18：30","開設期間中は無休","キャンプ場の利用料金表は、公式サイトをご覧ください","［車］ ・西之表港より約25分","有","http://www.city.nishinoomote.lg.jp/kanko/course/2774.html"
"70295","IKEDAKO PAX（いけだ湖パクス） （いけだこぱくす） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70295/","","0993-23-1411","鹿児島県指宿市池田5123番地7","9：00～18：00 サマータイム営業時間：7・8月 9：00～19：00","なし","","［車］ ・鹿児島空港から約1時間35分（高速利用） ・鹿児島市から約1時間20分 ・ＪＲ指宿駅から約20分 ［バス］ JR指宿駅から1時間4分(池田湖停留所からすぐ)","あり","https://ikedakopax.jp/"
"30721","指宿フェニックスホテル （イブスキフェニックスホテル） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30721/","","0993-23-4111","鹿児島県指宿市十二町4320","","","［入浴］大人550円、子供275円 ［砂むし温泉］大人1,200円、子供600円","［車］ ・ＪＲ指宿駅から約5分（徒歩約30分）","有","http://www.phoenixhotel.co.jp/"
"51225","ＪＲ吉松駅 （ヨシマツエキ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51225/","","0995-74-3111（湧水町商工観光課）","鹿児島県姶良郡湧水町川西968","","","","","","http://www.kagoshima-kankou.com/guide/51328/"
"51956","猿ヶ城ラドン温泉 （サルガジョウラドンオンセン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51956/","","0994-38-6117（フリーコールなし）","鹿児島県垂水市新御堂鍋ヶ久保1337-10","10:00～19:00（閉館）","毎週平日の火曜日（祝日除く）","※公式サイトをご覧ください","［車］ ・ＪＲ鹿児島中央駅から約1時間 ・垂水フェリー港から約10分","有","https://sarugajyoradon.jp/"
"51955","猿ヶ城渓谷 森の駅たるみず （サルガジョウケイコク モリノエキタルミズ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51955/","","0994-32-9601（森の駅たるみず）","鹿児島県垂水市新御堂1344-1","8：30～17：00","年中無休","※公式サイトにてご確認ください","［車］ ・鹿児島空港から国道220号線を垂水方面へ約1時間25分 ・志布志港から約80分 ・垂水フェリー乗り場から約10分","有","https://sarugajyo.jp/"
"10879","道の駅きんぽう「木花館」 （ミチノエキキンポウ「コノハナカン」） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10879/","","0993-77-3833","鹿児島県南さつま市金峰町池辺1383番地","［店舗・売店］ 9:00～17:00 ［レストラン］ 11:00～14:30","・毎月第2火曜日","［そば打ち体験］(予約制) 2,980円/人 テーブル1台の料金となります。4人分のそばが作れます。自分で打ったそばが食べられます。持ち帰りも可。 ※2名様～1人550円追加","［車］ ・鹿児島空港から、九州自動車道、指宿スカイライン谷山ＩＣ経由で約60分 ・鹿児島市から、鹿児島ＩＣ、指宿スカイライン谷山ＩＣ経由で約35分","有","http://www5.synapse.ne.jp/konohanakan/"
"10796","城山公園（一宇治城跡） （ジョウヤマコウエン（イチウジジョウアト）） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10796/","","099-248-9409（日置市商工観光課）","鹿児島県日置市伊集院町大田700","","無休","無料","・ＪＲ「伊集院駅」から車で約3分 ・ＪＲ「伊集院駅」から徒歩約10分 ・南九州西回り自動車道「伊集院ＩＣ」から車で約5分","有","https://www.city.hioki.kagoshima.jp/kanko/kankou/kanko-map/osusume/joyamakoen.html"
"10897","市来ふれあい温泉センター （イチキフレアイオンセンセンター） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10897/","","0996-21-5022","鹿児島県いちき串木野市湊町１丁目100","7:00〜22:00（最終入館時間 21:30） ※毎月第2月曜日は、16:00〜22:00","なし","大人※中学生以上 350円 シルバー※70歳以上 300円 小学生 150円 幼児 ※未熟学児 無料 家族風呂 1,500円（1時間）","・市来駅から車で約8分 ・ＪＲ鹿児島中央駅から在来線で約50分","有","https://ichiki.onsen.center/"
"10261","宮古崎 （ミヤコザキ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10261/","","0997-57-2117（大和村企画観光課）","〒894-3101 鹿児島県大島郡大和村国直","","","","［車・徒歩］ ・奄美市名瀬より車で約25分、宮古崎トンネルを抜けてすぐ右折。駐車場から岬までは徒歩約20分","有り（遊歩道入口前）","https://www.vill.yamato.lg.jp/kikaku/shisetsu/kanko-spot/002.html"
"30940","くしき野白浜温泉みすまるの湯 （クシキノシラハマオンセンミスマルノユ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30940/","","0996-35-0031","鹿児島県いちき串木野市羽島265-4","8：00～22：00","木曜日","","［車］ ・串木野駅から約15分 ・串木野ＩＣから約15分","有","https://www.instagram.com/kushikino_shirahama_onsen?igsh=Y2htbGhsOGw2Zmlk"
"50388","串良平和公園 （クシラヘイワコウエン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/50388/","","0994-31-1148（鹿屋市都市政策課公園管理室）","鹿児島県鹿屋市串良町有里5660-1","","","","［車］ ・細山田ＩＣから約10分 ・鹿屋市街地から約20分","有","https://oosumi-kankou.com/topics/%E4%B8%B2%E8%89%AF%E5%B9%B3%E5%92%8C%E5%85%AC%E5%9C%92/"
"10976","悠久の森 （ユウキュウノモリ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10976/","","0986-28-0111（（一社）曽於市観光協会）","鹿児島県曽於市財部町下財部6473-1","","","無料","［車］ ・鹿児島市内から約1時間30分 ・霧島温泉郷から約30分","有","https://soo-navi.jp/spot/2046/"
"10730","屋久島環境文化村センター （ヤクシマカンキョウブンカムラセンター） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10730/","","0997-42-2900","鹿児島県熊毛郡屋久島町宮之浦823-1","9：00～17：00 （展示ホールへの入場は16：30まで）","月曜（祝日の場合は翌日） 年末年始（12/28～1/1） ※4月29日～5月5日・7月20日～8月までは休館日なし 年末年始（12月28日～1月1日）","※展示ホール及び大型映像については観覧料が必要です。 大人 530円 高・大学生 370円 小・中学生 270円 幼児（6歳未満） 無料 ※団体割引あり、詳細は公式サイトにてご確認ください","［徒歩］ ・宮之浦港から約5分 ［バス・タクシー］ ・屋久島空港から約25分（タクシー約20分) ・安房港から約40分（タクシー約30分)","有","http://www.yakushima.or.jp/static/village.php"
"10147","龍門司坂 （タツモンジザカ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10147/","","0995-67-6052（姶良市観光協会）","鹿児島県姶良市加治木町木田5088-1","","","無料","［車］ ・九州自動車道・加治木ＩＣから約5分 ・鹿児島市から約40分 ［徒歩］ ・ＪＲ日豊本線加治木駅から約20分","8台","https://aira-kankou.jp/spot/6196/"
"50942","指宿温泉郷 （イブスキオンセンキョウ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/50942/","","0993-22-3252（指宿市観光協会）","鹿児島県指宿市","","","","","","http://www.ibusuki.or.jp/spa/"
"10571","道の駅桜島 火の島めぐみ館 （みちのえきさくらじま ひのしまめぐみかん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10571/","","099-245-2011","〒891-1419 鹿児島県鹿児島市桜島横山町1722-48","【物産直売所】 9：00～17：00 【レストラン】 ＜月〜金＞ 11:00～14:30（L.O.14:00） ＜土・日・祝＞ 11:00～15:00（L.O.14:30）","物産館 第3月曜日（祝日の場合は翌日）、元日 レストラン 毎週月曜日 ※祝祭日の場合翌日","","・桜島港桜島フェリーターミナルから徒歩約5分 ・サクラジマアイランドビュー「火の島めぐみ館」下車","あり","https://www.kagoshima-yokanavi.jp/article/sakurajima"
"53460","城山長寿泉 （シロヤマチョウジュセン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53460/","","099-225-1812","鹿児島県鹿児島市城山町20-1","9：30～21：30","毎週木曜日","","[車] ・鹿児島空港から九州自動車道経由 約40分 ・鹿児島中央駅から国道3号線経由 約12分","有",""
"10779","門倉岬 （カドクラミサキ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10779/","","0997-26-1111（南種子町観光課）","鹿児島県熊毛郡南種子町西之","","","","［車］ ・種子島空港から約50分 ・西之表港から約1時間10分","有","https://tanekan.jp/kadokura/"
"30695","指宿ロイヤルホテル （イブスキロイヤルホテル） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30695/","","0993-23-2211","鹿児島県指宿市十二町4232-1","","","","［車］ ・ＪＲ指宿駅から約5分","有","http://ibusukiroyalhotel.co.jp/"
"50047","明石屋 本店 （あかしや ほんてん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/50047/","","0120-080-431","〒892-0828 鹿児島県鹿児島市金生町4-16","9:00～19:00（当面の間9:00～18:00）","無休","","市電「朝日通」から徒歩約2分","","https://www.akashiya.co.jp/"
"50082","月揚庵（鹿児島中央駅みやげ横丁店） （つきあげあん かごしまちゅうおうえきみやげよこちょうてん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/50082/","","099-298-1800","〒890-0053 鹿児島県鹿児島市中央町1-1 みやげ横丁内","8:00～21:00","無休","","鹿児島中央駅構内 みやげ横丁内","あり","https://www.tsukiagean.co.jp/index.htm"
"70116","鹿児島中央駅東口駅前広場観光案内所 （かごしまちゅうおうえきひがしぐちえきまえひろばかんこうあんないじょ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70116/","","","鹿児島県鹿児島市中央町37-1","8:00～18:00","年中無休","手荷物一時預かり（１個あたり1日700円）","","なし","https://www.kagoshima-yokanavi.jp/transportation/10409"
"70549","MARUMARINE ドームハウス （まるまりん どーむはうす） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70549/","","0994-35-1881（円山公園管理センター）","鹿児島県肝属郡東串良町川東4989-1","","定休日：月曜、第1・第3火曜 （祝日の場合は翌平日休み）","","[車] ・鹿児島市より 東九州自動車道／鹿児島区間 経由 1時間45分 ・鹿児島空港より 東九州自動車道／鹿児島区間 経由 1時間20分 ・鹿屋市より 国道220号と県道541号 経由 30分 ・志布志市より 国道448号 経由 25分 ・宮崎県串間市より 国道448号 経由 40分","","http://www.higashikushira.com/docs/2023032700012/"
"10667","指宿市考古博物館 時遊館COCCOはしむれ （いぶすきしこうこはくぶつかん じゆうかんここはしむれ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10667/","","0993-23-5100","鹿児島県指宿市十二町2290","9：00～17：00（入館受付16：30）","・月曜日・毎月第4水曜日（祝日の場合はその翌日） ・12/29～1/3","［入館料］ 大人 400円（600円） 高校・大学生 330円（500円） 小・中学生 260円（300円） ※（ ）内は企画展込みの料金 ※団体割引等、各種割引あり ［体験に関して］ 体験料金はコースによって異なります。 詳細は公式サイトにてご確認ください。","［車］ ・国道226号線沿い「道の駅いぶすき」から山川方面へ約15分 ［電車］ ・ＪＲ指宿駅下車、南へ徒歩約10分","有","http://www.city.ibusuki.lg.jp/cocco/"
"51633","桜花の碑・野里国民学校跡 （おうかのひ・のざとこくみんがっこうあと） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51633/","","0994-31-1121（鹿屋市ふるさとPR課）","鹿児島県鹿屋市野里町","","","","［車］ ・笠野原インターから垂水方面へ、国道220号・バイパス・県道550号を経由して、約23分。朝日神社隣。","有","https://www.city.kanoya.lg.jp/kankou/bunka/bunka/bunkazai/senseki.html"
"53531","龍門滝温泉 （リュウモンダキオンセン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53531/","","0995-62-2488","鹿児島県姶良市加治木町木田5271-1","6：00～21：00（※入浴受付20：30まで）","水曜日（休館日が祝日の時は、翌平日営業日）","［入浴料湯］ ・大人 300円 ・中学生以下 150円 ・未就学児 無料","［車］ ・鹿児島空港から約20分 ・九州自動車道加治木ＩＣから約5分","有","https://www.city.aira.lg.jp/chiiki-kajiki/gyosei/shisetsu/kanko/tatsumondakionsen.html"
"13194","せとうち海の駅 （セトウチウミノエキ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/13194/","","0997-72-4626","鹿児島県大島郡瀬戸内町古仁屋大湊26-14","6:30～19:00","待合所：無休 ※各テナントはお問合せ下さい","","［車］ ・奄美空港から約1時間40分 ・名瀬港から約1時間","有り（有料） ※利用者の方は、2階管理事務所にて1時間無料となります","https://www.setouchi-welcome.com/spotinfo/%E3%81%9B%E3%81%A8%E3%81%86%E3%81%A1%E6%B5%B7%E3%81%AE%E9%A7%85"
"60158","薩摩串木野 まぐろの館 （マグロノヤカタ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/60158/","","0996-29-5515","〒896-0056 鹿児島県いちき串木野市八房3141-1","［物産館］10：00～17：30 ［松榮丸］11：00～15：00（LO14：30）","水曜日","","","","https://shinyosuisan-maguro.com/?mode=f6"
"51132","知覧桜見亭 （ちらんさくらみてい） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51132/","","0993-83-3211","鹿児島県南九州市知覧町特攻平和公園内","お土産コーナー 9:00～17:00 レストラン 11:00～15:00","無し","","知覧特攻平和会館すぐ近く","あり","http://www.chiran-sakuramitei.jp/"
"53238","冠岳温泉 （カンムリダケオンセン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53238/","","0996-21-2626","鹿児島県いちき串木野市冠嶽13668","9：00～22：00","毎月第1水曜日","","［車］ ・ＪＲ串木野駅から約20分","","http://kanmuridake-spa.com/spa.html"
"50233","沈壽官窯 （ちんじゅかんがま） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/50233/","","099-274-2358","鹿児島県日置市東市来町美山1715","9：00～17：00","月曜日 （祝日の場合は営業）","","・お車で JR鹿児島本線伊集院駅から約9分 鹿児島市街地から約20分 (美山インター下車) 鹿児島空港から約60分 (美山インター下車) ※美山インターは鹿児島～美山なら乗入れ可能ですが、川内～美山間は乗入れが不可能です。ご注意ください。 ・バスで 鹿児島市内天文館からいわさきバス(伊集院経由、串木野・川内方面行き美山下車)約70分","あり（バス駐車も可）","https://chin-jukan.jp/about/"
"10886","冠岳 （カンムリダケ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10886/","","0996-33-5640（いちき串木野市シティセールス課）","鹿児島県いちき串木野市冠嶽","","無休","","［車］ ・鹿児島市から約35分（高速利用） ・薩摩川内市から約25分 ・ＪＲ鹿児島本線「串木野駅」から約15分","有","https://ichiki-kushikino.com/amusement/%E5%86%A0%E5%B2%B3/"
"10014","出水市ツル博物館クレインパークいずみ （イズミシツルハクブツカンクレインパークイズミ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10014/","","0996-63-8915","鹿児島県出水市文化町1000番地","9：00～17：00（入館は16：30まで）","4月～10月/毎週月曜日（祝日の時は翌日） 11月～3月/無休","大人 330円 大学生・高校生 220円 中学生・小学生 110円 ※団体割引あり。詳細は公式サイトをご覧ください。 ※1Fの絵本・キッズコーナーは無料","［車］ ・鹿児島市内から国道328号で約90分 ・南九州西回り自動車道津奈木インターから国道3号を鹿児島方面へ約40分 ・九州自動車道栗野インターから国道268・447号伊佐市経由で約60分 ［バス］ ・鹿児島空港から空港バスで約80分","有","https://www.city.kagoshima-izumi.lg.jp/cranepark/"
"10887","冠嶽園 （カンガクエン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10887/","","0996-21-5113（いちき串木野市社会教育課）","鹿児島県いちき串木野市冠嶽13511-7","9：00～17：00","毎週月曜日（月曜日が国民の祝日又は振替休日の時はその翌日）、12月29日～31日","無料","・鹿児島市から車で約35分（高速利用） ・薩摩川内市から車で約25分 ・ＪＲ串木野駅から車で約15分","有","https://ichiki-kushikino.com/amusement/%e4%b8%ad%e5%9b%bd%e9%a2%a8%e5%ba%ad%e5%9c%92%e5%86%a0%e5%b6%bd%e5%9c%92/"
"11006","蓬の郷 （よもぎのさと） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/11006/","","099-475-2626","鹿児島県志布志市有明町蓬原351-1","10:00～21:00","毎週水曜日","入浴料：大人（12歳以上）420円、子供（6歳以上12歳未満）150円、子供（3歳以上6歳未満）80円、幼児（3歳未満）無料","ＪＲ志布志駅から車で15分 志布志市役所から５キロ","100台（大型バス駐車可）","http://yomogi-sato.com/"
"10567","溶岩なぎさ遊歩道 （ヨウガンナギサユウホドウ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10567/","","099-216-1327（鹿児島市観光振興課）","鹿児島県鹿児島市桜島横山町","","無休","無料","桜島フェリー：鹿児島本港から桜島港下船、車３分、徒歩10分","有","https://www.kagoshima-yokanavi.jp/article/sakurajima"
"60140","お肉の直売所 伊佐店（旧 伊佐牧場 直売所） （おにくのちょくばいじょいさてん（きゅういさぼくじょうちょくばいじょ）） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/60140/","","0995-29-3080","〒895-2635 鹿児島県伊佐市大口山野1145-1","●平日（祝日含む） 10：00～18：00（LO16：00） ●土日 10：00～20：00（LO18：30） ※冬季10：00～19：00（LO18：00）","不定休","","［車］ ・九州自動車道 栗野インターより約35分 ・南九州西回り自動車道水俣ＩＣから約30分","有","http://isaboku.com/market.html"
"30420","諏訪温泉 （スワオンセン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30420/","","0996-44-3472","鹿児島県薩摩川内市入来町浦之名8920","［立寄り湯］6：00～22：00","","［立寄り湯］大人300円、小学生140円、6歳以下80円","［車］ ・ＪＲ川内駅から約20分","有","http://www.suwanoyu.co.jp/"
"10202","田中一村終焉の家 （タナカイッソンシュウエンノイエ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10202/","","0997-52-1111（奄美市紬観光課）","鹿児島県奄美市名瀬有屋38番地3、4","","無休","無料","［バス］ ・奄美空港から約45分 ［車］ ・名瀬新港から車で約15分","","https://www.amami-tourism.org/scenic-spots/%e7%94%b0%e4%b8%ad%e4%b8%80%e6%9d%91%e7%b5%82%e7%84%89%e3%81%ae%e5%ae%b6/"
"53259","三太郎の里 （サンタロウノサト） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53259/","","0997-69-5077","鹿児島県奄美市住用町大字摺勝555-13","9：00～18：00 ※レンタサイクルは、9：30～17：00","","レンタサイクル ・3時間未満 一般：300円 小学生以下：150円 ・3時間以上5時間未満 一般：500円 小学生以下：250円 ・5時間以上8時間未満 一般：800円 小学生以下：400円 ※子ども用（身長130～140cm）：4台あり","［車］ ・奄美空港から約60分 ・奄美市街地から約20分 ・名瀬港から約25分","有り","https://www.pref.kagoshima.jp/ad04/kurashi-kankyo/kankyo/amami/amami-trail.html"
"53462","新とそ温泉 （シントソオンセン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53462/","","099-255-4826","鹿児島県鹿児島市唐湊1-29-1","4：00～22：30","第4月曜日(祝日の場合、翌日休）","","[車] ・鹿児島空港から九州自動車道経由 約40分 ・鹿児島中央駅から県道350号線経由 約10分","有","http://www.kagoshima-onsen1010.net/sento-map/kagoshima/kamoike-kounan/post-42.php"
"10917","宮之城温泉郷 （みやのじょうおんせん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10917/","","0996-53-0525（さつま町観光案内所）","鹿児島県薩摩郡さつま町湯田","","無休","","鹿児島市から車で約70分","","http://www.kanko-satsuma.jp/page/spa.html"
"10824","県立吹上浜海浜公園 （けんりつふきあげはまかいひんこうえん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10824/","","0993-52-0910（吹上浜海浜公園管理事務所）","鹿児島県南さつま市加世田高橋","8：30～17：00（月により閉園時間の変更あり）","無（12/29～31のみ閉園）","無料（各施設毎に利用料あり） オートキャンプ施設： （4月～5月、7～8月利用の場合） ・電気および水道施設あり：4,040円 ・電気および水道施設なし：2,950円 ※その他の設備・施設利用料につきましては、公式サイトにてご確認ください","［バス］（鹿児島市方面から） ・鹿児島交通鹿児島（伊作経由）線 約96分 ・鹿児島交通鹿児島（大坂経由）線 約102分 ［車］（鹿児島市方面から） ・指宿スカイライン谷山ＩＣから県道20号線を南さつま市大坂、金峰ダム横を経由し約40分 ・指宿スカイライン谷山ＩＣから県道20号線を経由し、県道22号線の伊作峠を越え、日置市吹上支所付近から国道270号線を南下し約40分","普通車：997台、バス：48台","http://www.synapse.ne.jp/kppfuki/index.html"
